periode_pengujian,nama_lokasi,parameter,satuan,nilai,indeks_pencemaran
Periode 1, Maphar ,Senyawa Aktif Biru Metilen,(mg/L),0.04,1.62
Periode 1, Maphar ,Organik (KMnO4),(mg/L),5.03,1.62
Periode 1, Maphar ,Suhu,(Celcius),22,1.62
Periode 1, Maphar ,Bakteri Koli,(Jlm/100mL),100,1.62
Periode 1, Pinangsia ,Zat Padat Terlarut,(mg/L),29,2.62
Periode 1, Pinangsia ,Kekeruhan,NTU,1,2.62
Periode 1, Pinangsia ,Besi (Fe),(mg/L),0.18,2.62
Periode 1, Pinangsia ,Fluorida,(mg/L),0.31,2.62
Periode 1, Pinangsia ,Total Hardness,(mg/L),208.51,2.62
Periode 1, Pinangsia ,Chlorida,(mg/L),31.87,2.62
Periode 1, Pinangsia ,Mangan (Mn),(mg/L),0.05,2.62
Periode 1, Pinangsia ,Nitrat,(mg/L),0.43,2.62
Periode 1, Pinangsia ,Nitrit,(mg/L),0.055,2.62
Periode 1, Pinangsia ,Ph,(mg/L),8,2.62
Periode 1, Pinangsia ,Seng (Zn),(mg/L),0.06,2.62
Periode 1, Pinangsia ,Sulfat,(mg/L),23.43,2.62
Periode 1, Pinangsia ,Senyawa Aktif Biru Metilen,(mg/L),0.04,2.62
Periode 1, Pinangsia ,Organik (KMnO4),(mg/L),10.29,2.62
Periode 1, Pinangsia ,Suhu,(Celcius),22,2.62
Periode 1, Pinangsia ,Bakteri Koli,(Jlm/100mL),"9,3 x 105",2.62
Periode 1, Taman Sari ,Zat Padat Terlarut,(mg/L),461,3.13
Periode 1, Taman Sari ,Kekeruhan,NTU,0.3,3.13
Periode 1, Taman Sari ,Besi (Fe),(mg/L),0.08,3.13
Periode 1, Taman Sari ,Fluorida,(mg/L),0.53,3.13
Periode 1, Taman Sari ,Total Hardness,(mg/L),353.19,3.13
Periode 1, Taman Sari ,Chlorida,(mg/L),55.65,3.13
Periode 1, Taman Sari ,Mangan (Mn),(mg/L),0.14,3.13
Periode 1, Taman Sari ,Nitrat,(mg/L),3.44,3.13
Periode 1, Taman Sari ,Nitrit,(mg/L),0.008,3.13
Periode 1, Taman Sari ,Ph,(mg/L),7.9,3.13
Periode 1, Taman Sari ,Seng (Zn),(mg/L),0.02,3.13
Periode 1, Taman Sari ,Sulfat,(mg/L),69.42,3.13
Periode 1, Taman Sari ,Senyawa Aktif Biru Metilen,(mg/L),0.03,3.13
Periode 1, Taman Sari ,Organik (KMnO4),(mg/L),6.17,3.13
Periode 1, Taman Sari ,Suhu,(Celcius),21.9,3.13
Periode 1, Taman Sari ,Bakteri Koli,(Jlm/100mL),"1,6x104",3.13
Periode 1, Tangki ,Zat Padat Terlarut,(mg/L),370,3.70
Periode 1, Tangki ,Kekeruhan,NTU,0.2,3.70
Periode 1, Tangki ,Besi (Fe),(mg/L),0.32,3.70
Periode 1, Tangki ,Fluorida,(mg/L),0.58,3.70
Periode 1, Tangki ,Total Hardness,(mg/L),242.55,3.70
Periode 1, Tangki ,Chlorida,(mg/L),51.6,3.70
Periode 1, Tangki ,Mangan (Mn),(mg/L),0.87,3.70
Periode 1, Tangki ,Nitrat,(mg/L),0.47,3.70
Periode 1, Tangki ,Nitrit,(mg/L),0.035,3.70
Periode 1, Tangki ,Ph,(mg/L),7.7,3.70
Periode 1, Tangki ,Seng (Zn),(mg/L),0.04,3.70
Periode 1, Tangki ,Sulfat,(mg/L),22.86,3.70
Periode 1, Tangki ,Senyawa Aktif Biru Metilen,(mg/L),0.04,3.70
Periode 1, Tangki ,Organik (KMnO4),(mg/L),6.08,3.70
Periode 1, Tangki ,Suhu,(Celcius),21.9,3.70
Periode 1, Tangki ,Bakteri Koli,(Jlm/100mL),"1,1x104",3.70
Periode 1, Roa Malaka ,Zat Padat Terlarut,(mg/L),442,2.89
Periode 1, Roa Malaka ,Kekeruhan,NTU,2,2.89
Periode 1, Roa Malaka ,Besi (Fe),(mg/L),0.14,2.89
Periode 1, Roa Malaka ,Fluorida,(mg/L),0.64,2.89
Periode 1, Roa Malaka ,Total Hardness,(mg/L),270.83,2.89
Periode 1, Roa Malaka ,Chlorida,(mg/L),123.97,2.89
Periode 1, Roa Malaka ,Mangan (Mn),(mg/L),0.52,2.89
Periode 1, Roa Malaka ,Nitrat,(mg/L),0.63,2.89
Periode 1, Roa Malaka ,Nitrit,(mg/L),0.013,2.89
Periode 1, Roa Malaka ,Ph,(mg/L),8.1,2.89
Periode 1, Roa Malaka ,Seng (Zn),(mg/L),0.03,2.89
Periode 1, Roa Malaka ,Sulfat,(mg/L),10.62,2.89
Periode 1, Roa Malaka ,Senyawa Aktif Biru Metilen,(mg/L),0.03,2.89
Periode 1, Roa Malaka ,Organik (KMnO4),(mg/L),3.55,2.89
Periode 1, Roa Malaka ,Suhu,(Celcius),23.8,2.89
Periode 1, Roa Malaka ,Bakteri Koli,(Jlm/100mL),"9,5 x 103",2.89
Periode 1, Tambora ,Zat Padat Terlarut,(mg/L),849,5.58
Periode 1, Tambora ,Kekeruhan,NTU,4.1,5.58
Periode 1, Tambora ,Besi (Fe),(mg/L),0.22,5.58
Periode 1, Tambora ,Fluorida,(mg/L),0.39,5.58
Periode 1, Tambora ,Total Hardness,(mg/L),383.33,5.58
Periode 1, Tambora ,Chlorida,(mg/L),371.91,5.58
Periode 1, Tambora ,Mangan (Mn),(mg/L),0.85,5.58
Periode 1, Tambora ,Nitrat,(mg/L),0.07,5.58
Periode 1, Tambora ,Nitrit,(mg/L),0.11,5.58
Periode 1, Tambora ,Ph,(mg/L),7.8,5.58
Periode 1, Tambora ,Seng (Zn),(mg/L),0.02,5.58
Periode 1, Tambora ,Sulfat,(mg/L),52.32,5.58
Periode 1, Tambora ,Senyawa Aktif Biru Metilen,(mg/L),0.04,5.58
Periode 1, Tambora ,Organik (KMnO4),(mg/L),13.67,5.58
Periode 1, Tambora ,Suhu,(Celcius),21,5.58
Periode 1, Tambora ,Bakteri Koli,(Jlm/100mL),7 x 106,5.58
Periode 1, Tanah Sereal ,Zat Padat Terlarut,(mg/L),354,1.32
Periode 1, Tanah Sereal ,Kekeruhan,NTU,1.6,1.32
Periode 1, Tanah Sereal ,Besi (Fe),(mg/L),0.15,1.32
Periode 1, Tanah Sereal ,Fluorida,(mg/L),0.54,1.32
Periode 1, Tanah Sereal ,Total Hardness,(mg/L),62.5,1.32
Periode 1, Tanah Sereal ,Chlorida,(mg/L),50.58,1.32
Periode 1, Tanah Sereal ,Mangan (Mn),(mg/L),0.07,1.32
Periode 1, Tanah Sereal ,Nitrat,(mg/L),0.66,1.32
Periode 1, Tanah Sereal ,Nitrit,(mg/L),0.021,1.32
Periode 1, Tanah Sereal ,Ph,(mg/L),7.3,1.32
Periode 1, Tanah Sereal ,Seng (Zn),(mg/L),0.01,1.32
Periode 1, Tanah Sereal ,Sulfat,(mg/L),43.54,1.32
Periode 1, Tanah Sereal ,Senyawa Aktif Biru Metilen,(mg/L),0.05,1.32
Periode 1, Tanah Sereal ,Organik (KMnO4),(mg/L),1.59,1.32
Periode 1, Tanah Sereal ,Suhu,(Celcius),21.9,1.32
Periode 1, Tanah Sereal ,Bakteri Koli,(Jlm/100mL),0,1.32
Periode 1, Angke ,Zat Padat Terlarut,(mg/L),673,3.98
Periode 1, Angke ,Kekeruhan,NTU,3.4,3.98
Periode 1, Angke ,Besi (Fe),(mg/L),0.1,3.98
Periode 1, Angke ,Fluorida,(mg/L),0.33,3.98
Periode 1, Angke ,Total Hardness,(mg/L),37.5,3.98
Periode 1, Angke ,Chlorida,(mg/L),153.72,3.98
Periode 1, Angke ,Mangan (Mn),(mg/L),0.05,3.98
Periode 1, Angke ,Nitrat,(mg/L),0.22,3.98
Periode 1, Angke ,Nitrit,(mg/L),0.01,3.98
Periode 1, Angke ,Ph,(mg/L),8.2,3.98
Periode 1, Angke ,Seng (Zn),(mg/L),0.01,3.98
Periode 1, Angke ,Sulfat,(mg/L),10.08,3.98
Periode 1, Angke ,Senyawa Aktif Biru Metilen,(mg/L),0.03,3.98
Periode 1, Angke ,Organik (KMnO4),(mg/L),20.85,3.98
Periode 1, Angke ,Suhu,(Celcius),21.6,3.98
Periode 1, Angke ,Bakteri Koli,(Jlm/100mL),0,3.98
Periode 1, Duri Selatan ,Zat Padat Terlarut,(mg/L),489,1.40
Periode 1, Duri Selatan ,Kekeruhan,NTU,0.3,1.40
Periode 1, Duri Selatan ,Besi (Fe),(mg/L),0.08,1.40
Periode 1, Duri Selatan ,Fluorida,(mg/L),0.18,1.40
Periode 1, Duri Selatan ,Total Hardness,(mg/L),91.67,1.40
Periode 1, Duri Selatan ,Chlorida,(mg/L),119.01,1.40
Periode 1, Duri Selatan ,Mangan (Mn),(mg/L),0.15,1.40
Periode 1, Duri Selatan ,Nitrat,(mg/L),1,1.40
Periode 1, Duri Selatan ,Nitrit,(mg/L),0.006,1.40
Periode 1, Duri Selatan ,Ph,(mg/L),7.4,1.40
Periode 1, Duri Selatan ,Seng (Zn),(mg/L),0.01,1.40
Periode 1, Duri Selatan ,Sulfat,(mg/L),54.88,1.40
Periode 1, Duri Selatan ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.40
Periode 1, Duri Selatan ,Organik (KMnO4),(mg/L),1.71,1.40
Periode 1, Duri Selatan ,Suhu,(Celcius),21.5,1.40
Periode 1, Duri Selatan ,Bakteri Koli,(Jlm/100mL),0,1.40
Periode 1, Duri Utara ,Zat Padat Terlarut,(mg/L),643,1.20
Periode 1, Duri Utara ,Kekeruhan,NTU,0.1,1.20
Periode 1, Duri Utara ,Besi (Fe),(mg/L),0.08,1.20
Periode 1, Duri Utara ,Fluorida,(mg/L),0.52,1.20
Periode 1, Duri Utara ,Total Hardness,(mg/L),37.5,1.20
Periode 1, Duri Utara ,Chlorida,(mg/L),213.23,1.20
Periode 1, Duri Utara ,Mangan (Mn),(mg/L),0.05,1.20
Periode 1, Duri Utara ,Nitrat,(mg/L),0.45,1.20
Periode 1, Duri Utara ,Nitrit,(mg/L),0.006,1.20
Periode 1, Duri Utara ,Ph,(mg/L),7.9,1.20
Periode 1, Duri Utara ,Seng (Zn),(mg/L),0.01,1.20
Periode 1, Duri Utara ,Sulfat,(mg/L),64.51,1.20
Periode 1, Duri Utara ,Senyawa Aktif Biru Metilen,(mg/L),0.04,1.20
Periode 1, Duri Utara ,Organik (KMnO4),(mg/L),0.73,1.20
Periode 1, Duri Utara ,Suhu,(Celcius),23.1,1.20
Periode 1, Duri Utara ,Bakteri Koli,(Jlm/100mL),0,1.20
Periode 1, Jembatan Besi ,Zat Padat Terlarut,(mg/L),397,1.64
Periode 1, Jembatan Besi ,Kekeruhan,NTU,0.01,1.64
Periode 1, Jembatan Besi ,Besi (Fe),(mg/L),0.08,1.64
Periode 1, Jembatan Besi ,Fluorida,(mg/L),0.63,1.64
Periode 1, Jembatan Besi ,Total Hardness,(mg/L),258.33,1.64
Periode 1, Jembatan Besi ,Chlorida,(mg/L),62.48,1.64
Periode 1, Jembatan Besi ,Mangan (Mn),(mg/L),0.05,1.64
Periode 1, Jembatan Besi ,Nitrat,(mg/L),1.29,1.64
Periode 1, Jembatan Besi ,Nitrit,(mg/L),0.007,1.64
Periode 1, Jembatan Besi ,Ph,(mg/L),7.7,1.64
Periode 1, Jembatan Besi ,Seng (Zn),(mg/L),0.01,1.64
Periode 1, Jembatan Besi ,Sulfat,(mg/L),25.6,1.64
Periode 1, Jembatan Besi ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.64
Periode 1, Jembatan Besi ,Organik (KMnO4),(mg/L),0.22,1.64
Periode 1, Jembatan Besi ,Suhu,(Celcius),23.1,1.64
Periode 1, Jembatan Besi ,Bakteri Koli,(Jlm/100mL),200,1.64
Periode 1, Jembatan Lima ,Zat Padat Terlarut,(mg/L),407,2.64
Periode 1, Jembatan Lima ,Kekeruhan,NTU,0.2,2.64
Periode 1, Jembatan Lima ,Besi (Fe),(mg/L),0.08,2.64
Periode 1, Jembatan Lima ,Fluorida,(mg/L),0.39,2.64
Periode 1, Jembatan Lima ,Total Hardness,(mg/L),291.67,2.64
Periode 1, Jembatan Lima ,Chlorida,(mg/L),64.46,2.64
Periode 1, Jembatan Lima ,Mangan (Mn),(mg/L),0.38,2.64
Periode 1, Jembatan Lima ,Nitrat,(mg/L),3.25,2.64
Periode 1, Jembatan Lima ,Nitrit,(mg/L),0.058,2.64
Periode 1, Jembatan Lima ,Ph,(mg/L),7.7,2.64
Periode 1, Jembatan Lima ,Seng (Zn),(mg/L),0.03,2.64
Periode 1, Jembatan Lima ,Sulfat,(mg/L),42.75,2.64
Periode 1, Jembatan Lima ,Senyawa Aktif Biru Metilen,(mg/L),0.03,2.64
Periode 1, Jembatan Lima ,Organik (KMnO4),(mg/L),2.25,2.64
Periode 1, Jembatan Lima ,Suhu,(Celcius),23,2.64
Periode 1, Jembatan Lima ,Bakteri Koli,(Jlm/100mL),"5,6 x 103",2.64
Periode 1, Kali anyar ,Zat Padat Terlarut,(mg/L),469,1.20
Periode 1, Kali anyar ,Kekeruhan,NTU,0.4,1.20
Periode 1, Kali anyar ,Besi (Fe),(mg/L),0.08,1.20
Periode 1, Kali anyar ,Fluorida,(mg/L),0.48,1.20
Periode 1, Kali anyar ,Total Hardness,(mg/L),70.83,1.20
Periode 1, Kali anyar ,Chlorida,(mg/L),94.22,1.20
Periode 1, Kali anyar ,Mangan (Mn),(mg/L),0.05,1.20
Periode 1, Kali anyar ,Nitrat,(mg/L),1.97,1.20
Periode 1, Kali anyar ,Nitrit,(mg/L),0.008,1.20
Periode 1, Kali anyar ,Ph,(mg/L),7.9,1.20
Periode 1, Kali anyar ,Seng (Zn),(mg/L),0.11,1.20
Periode 1, Kali anyar ,Sulfat,(mg/L),61.53,1.20
Periode 1, Kali anyar ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.20
Periode 1, Kali anyar ,Organik (KMnO4),(mg/L),0.22,1.20
Periode 1, Kali anyar ,Suhu,(Celcius),23,1.20
Periode 1, Kali anyar ,Bakteri Koli,(Jlm/100mL),0,1.20
Periode 1, Krendang ,Zat Padat Terlarut,(mg/L),3940,7.99
Periode 1, Krendang ,Kekeruhan,NTU,1.5,7.99
Periode 1, Krendang ,Besi (Fe),(mg/L),0.08,7.99
Periode 1, Krendang ,Fluorida,(mg/L),0.51,7.99
Periode 1, Krendang ,Total Hardness,(mg/L),537.5,7.99
Periode 1, Krendang ,Chlorida,(mg/L),2256.24,7.99
Periode 1, Krendang ,Mangan (Mn),(mg/L),1.25,7.99
Periode 1, Krendang ,Nitrat,(mg/L),0.23,7.99
Periode 1, Krendang ,Nitrit,(mg/L),0.019,7.99
Periode 1, Krendang ,Ph,(mg/L),7.3,7.99
Periode 1, Krendang ,Seng (Zn),(mg/L),0.01,7.99
Periode 1, Krendang ,Sulfat,(mg/L),264.92,7.99
Periode 1, Krendang ,Senyawa Aktif Biru Metilen,(mg/L),0.03,7.99
Periode 1, Krendang ,Organik (KMnO4),(mg/L),7,7.99
Periode 1, Krendang ,Suhu,(Celcius),22.8,7.99
Periode 1, Krendang ,Bakteri Koli,(Jlm/100mL),0,7.99
Periode 1, Pekojan ,Zat Padat Terlarut,(mg/L),348,3.50
Periode 1, Pekojan ,Kekeruhan,NTU,0.9,3.50
Periode 1, Pekojan ,Besi (Fe),(mg/L),0.08,3.50
Periode 1, Pekojan ,Fluorida,(mg/L),0.46,3.50
Periode 1, Pekojan ,Total Hardness,(mg/L),275,3.50
Periode 1, Pekojan ,Chlorida,(mg/L),39.67,3.50
Periode 1, Pekojan ,Mangan (Mn),(mg/L),0.98,3.50
Periode 1, Pekojan ,Nitrat,(mg/L),0.9,3.50
Periode 1, Pekojan ,Nitrit,(mg/L),0.011,3.50
Periode 1, Pekojan ,Ph,(mg/L),7.4,3.50
Periode 1, Pekojan ,Seng (Zn),(mg/L),0.01,3.50
Periode 1, Pekojan ,Sulfat,(mg/L),41.92,3.50
Periode 1, Pekojan ,Senyawa Aktif Biru Metilen,(mg/L),0.03,3.50
Periode 1, Pekojan ,Organik (KMnO4),(mg/L),4.27,3.50
Periode 1, Pekojan ,Suhu,(Celcius),23.1,3.50
Periode 1, Pekojan ,Bakteri Koli,(Jlm/100mL),"2,17 x 104",3.50
Periode 1, Tanjung Duri Kepa ,Zat Padat Terlarut,(mg/L),308,2.92
Periode 1, Tanjung Duri Kepa ,Kekeruhan,NTU,0.1,2.92
Periode 1, Tanjung Duri Kepa ,Besi (Fe),(mg/L),0.08,2.92
Periode 1, Tanjung Duri Kepa ,Fluorida,(mg/L),0.09,2.92
Periode 1, Tanjung Duri Kepa ,Total Hardness,(mg/L),183.33,2.92
Periode 1, Tanjung Duri Kepa ,Chlorida,(mg/L),51.08,2.92
Periode 1, Tanjung Duri Kepa ,Mangan (Mn),(mg/L),0.52,2.92
Periode 1, Tanjung Duri Kepa ,Nitrat,(mg/L),1.98,2.92
Periode 1, Tanjung Duri Kepa ,Nitrit,(mg/L),0.009,2.92
Periode 1, Tanjung Duri Kepa ,Ph,(mg/L),7.3,2.92
Periode 1, Tanjung Duri Kepa ,Seng (Zn),(mg/L),0.02,2.92
Periode 1, Tanjung Duri Kepa ,Sulfat,(mg/L),52.67,2.92
Periode 1, Tanjung Duri Kepa ,Senyawa Aktif Biru Metilen,(mg/L),0.03,2.92
Periode 1, Tanjung Duri Kepa ,Organik (KMnO4),(mg/L),7.63,2.92
Periode 1, Tanjung Duri Kepa ,Suhu,(Celcius),24.1,2.92
Periode 1, Tanjung Duri Kepa ,Bakteri Koli,(Jlm/100mL),0,2.92
Periode 1, Kebon Jeruk ,Zat Padat Terlarut,(mg/L),411,2.06
Periode 1, Kebon Jeruk ,Kekeruhan,NTU,11.6,2.06
Periode 1, Kebon Jeruk ,Besi (Fe),(mg/L),0.08,2.06
Periode 1, Kebon Jeruk ,Fluorida,(mg/L),0.05,2.06
Periode 1, Kebon Jeruk ,Total Hardness,(mg/L),233.33,2.06
Periode 1, Kebon Jeruk ,Chlorida,(mg/L),109.09,2.06
Periode 1, Kebon Jeruk ,Mangan (Mn),(mg/L),0.39,2.06
Periode 1, Kebon Jeruk ,Nitrat,(mg/L),0.45,2.06
Periode 1, Kebon Jeruk ,Nitrit,(mg/L),0.003,2.06
Periode 1, Kebon Jeruk ,Ph,(mg/L),7.3,2.06
Periode 1, Kebon Jeruk ,Seng (Zn),(mg/L),0.01,2.06
Periode 1, Kebon Jeruk ,Sulfat,(mg/L),41.62,2.06
Periode 1, Kebon Jeruk ,Senyawa Aktif Biru Metilen,(mg/L),0.04,2.06
Periode 1, Kebon Jeruk ,Organik (KMnO4),(mg/L),0.06,2.06
Periode 1, Kebon Jeruk ,Suhu,(Celcius),24.1,2.06
Periode 1, Kebon Jeruk ,Bakteri Koli,(Jlm/100mL),5600,2.06
Periode 1, Kedoya Selatan ,Zat Padat Terlarut,(mg/L),221,1.89
Periode 1, Kedoya Selatan ,Kekeruhan,NTU,0.2,1.89
Periode 1, Kedoya Selatan ,Besi (Fe),(mg/L),0.08,1.89
Periode 1, Kedoya Selatan ,Fluorida,(mg/L),0.05,1.89
Periode 1, Kedoya Selatan ,Total Hardness,(mg/L),191.67,1.89
Periode 1, Kedoya Selatan ,Chlorida,(mg/L),21.82,1.89
Periode 1, Kedoya Selatan ,Mangan (Mn),(mg/L),0.52,1.89
Periode 1, Kedoya Selatan ,Nitrat,(mg/L),2.67,1.89
Periode 1, Kedoya Selatan ,Nitrit,(mg/L),0.005,1.89
Periode 1, Kedoya Selatan ,Ph,(mg/L),7.3,1.89
Periode 1, Kedoya Selatan ,Seng (Zn),(mg/L),0.01,1.89
Periode 1, Kedoya Selatan ,Sulfat,(mg/L),45.45,1.89
Periode 1, Kedoya Selatan ,Senyawa Aktif Biru Metilen,(mg/L),0.06,1.89
Periode 1, Kedoya Selatan ,Organik (KMnO4),(mg/L),0.52,1.89
Periode 1, Kedoya Selatan ,Suhu,(Celcius),24.1,1.89
Periode 1, Kedoya Selatan ,Bakteri Koli,(Jlm/100mL),0,1.89
Periode 1, Kedoya Utara ,Zat Padat Terlarut,(mg/L),409,1.74
Periode 1, Kedoya Utara ,Kekeruhan,NTU,2.8,1.74
Periode 1, Kedoya Utara ,Besi (Fe),(mg/L),0.08,1.74
Periode 1, Kedoya Utara ,Fluorida,(mg/L),0.25,1.74
Periode 1, Kedoya Utara ,Total Hardness,(mg/L),87.5,1.74
Periode 1, Kedoya Utara ,Chlorida,(mg/L),4.96,1.74
Periode 1, Kedoya Utara ,Mangan (Mn),(mg/L),0.05,1.74
Periode 1, Kedoya Utara ,Nitrat,(mg/L),0.51,1.74
Periode 1, Kedoya Utara ,Nitrit,(mg/L),0.108,1.74
Periode 1, Kedoya Utara ,Ph,(mg/L),7.5,1.74
Periode 1, Kedoya Utara ,Seng (Zn),(mg/L),0.01,1.74
Periode 1, Kedoya Utara ,Sulfat,(mg/L),54.91,1.74
Periode 1, Kedoya Utara ,Senyawa Aktif Biru Metilen,(mg/L),0.04,1.74
Periode 1, Kedoya Utara ,Organik (KMnO4),(mg/L),4.12,1.74
Periode 1, Kedoya Utara ,Suhu,(Celcius),24,1.74
Periode 1, Kedoya Utara ,Bakteri Koli,(Jlm/100mL),11500,1.74
Periode 1, Kelapa Dua ,Zat Padat Terlarut,(mg/L),165,1.17
Periode 1, Kelapa Dua ,Kekeruhan,NTU,0.2,1.17
Periode 1, Kelapa Dua ,Besi (Fe),(mg/L),0.08,1.17
Periode 1, Kelapa Dua ,Fluorida,(mg/L),0.21,1.17
Periode 1, Kelapa Dua ,Total Hardness,(mg/L),152.17,1.17
Periode 1, Kelapa Dua ,Chlorida,(mg/L),31.83,1.17
Periode 1, Kelapa Dua ,Mangan (Mn),(mg/L),0.05,1.17
Periode 1, Kelapa Dua ,Nitrat,(mg/L),2.15,1.17
Periode 1, Kelapa Dua ,Nitrit,(mg/L),0.003,1.17
Periode 1, Kelapa Dua ,Ph,(mg/L),7,1.17
Periode 1, Kelapa Dua ,Seng (Zn),(mg/L),0.01,1.17
Periode 1, Kelapa Dua ,Sulfat,(mg/L),5.05,1.17
Periode 1, Kelapa Dua ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.17
Periode 1, Kelapa Dua ,Organik (KMnO4),(mg/L),1.5,1.17
Periode 1, Kelapa Dua ,Suhu,(Celcius),22.3,1.17
Periode 1, Kelapa Dua ,Bakteri Koli,(Jlm/100mL),700,1.17
Periode 1, Sukabumi Selatan ,Zat Padat Terlarut,(mg/L),173,1.45
Periode 1, Sukabumi Selatan ,Kekeruhan,NTU,0.2,1.45
Periode 1, Sukabumi Selatan ,Besi (Fe),(mg/L),0.08,1.45
Periode 1, Sukabumi Selatan ,Fluorida,(mg/L),0.3,1.45
Periode 1, Sukabumi Selatan ,Total Hardness,(mg/L),165.22,1.45
Periode 1, Sukabumi Selatan ,Chlorida,(mg/L),21.86,1.45
Periode 1, Sukabumi Selatan ,Mangan (Mn),(mg/L),0.17,1.45
Periode 1, Sukabumi Selatan ,Nitrat,(mg/L),3.06,1.45
Periode 1, Sukabumi Selatan ,Nitrit,(mg/L),0.014,1.45
Periode 1, Sukabumi Selatan ,Ph,(mg/L),7,1.45
Periode 1, Sukabumi Selatan ,Seng (Zn),(mg/L),0.01,1.45
Periode 1, Sukabumi Selatan ,Sulfat,(mg/L),69.98,1.45
Periode 1, Sukabumi Selatan ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.45
Periode 1, Sukabumi Selatan ,Organik (KMnO4),(mg/L),0.26,1.45
Periode 1, Sukabumi Selatan ,Suhu,(Celcius),22.3,1.45
Periode 1, Sukabumi Selatan ,Bakteri Koli,(Jlm/100mL),0,1.45
Periode 1, Sukabumi Utara ,Zat Padat Terlarut,(mg/L),185,1.72
Periode 1, Sukabumi Utara ,Kekeruhan,NTU,0.9,1.72
Periode 1, Sukabumi Utara ,Besi (Fe),(mg/L),0.08,1.72
Periode 1, Sukabumi Utara ,Fluorida,(mg/L),0.19,1.72
Periode 1, Sukabumi Utara ,Total Hardness,(mg/L),165.22,1.72
Periode 1, Sukabumi Utara ,Chlorida,(mg/L),27.56,1.72
Periode 1, Sukabumi Utara ,Mangan (Mn),(mg/L),0.05,1.72
Periode 1, Sukabumi Utara ,Nitrat,(mg/L),2.84,1.72
Periode 1, Sukabumi Utara ,Nitrit,(mg/L),0.004,1.72
Periode 1, Sukabumi Utara ,Ph,(mg/L),7,1.72
Periode 1, Sukabumi Utara ,Seng (Zn),(mg/L),0.04,1.72
Periode 1, Sukabumi Utara ,Sulfat,(mg/L),331.88,1.72
Periode 1, Sukabumi Utara ,Senyawa Aktif Biru Metilen,(mg/L),0.03,1.72
Periode 1, Sukabumi Utara ,Organik (KMnO4),(mg/L),0.45,1.72
Periode 1, Sukabumi Utara ,Suhu,(Celcius),22.5,1.72
Periode 1, Sukabumi Utara ,Bakteri Koli,(Jlm/100mL),4 x 103,1.72
Periode 1, Kalideres ,Zat Padat Terlarut,(mg/L),760,5.51
Periode 1, Kalideres ,Kekeruhan,NTU,15.3,5.51
Periode 1, Kalideres ,Besi (Fe),(mg/L),0.08,5.51
Periode 1, Kalideres ,Fluorida,(mg/L),0.63,5.51
Periode 1, Kalideres ,Total Hardness,(mg/L),383.33,5.51
Periode 1, Kalideres ,Chlorida,(mg/L),441.33,5.51
Periode 1, Kalideres ,Mangan (Mn),(mg/L),0.69,5.51
Periode 1, Kalideres ,Nitrat,(mg/L),0.62,5.51
Periode 1, Kalideres ,Nitrit,(mg/L),0.077,5.51
Periode 1, Kalideres ,Ph,(mg/L),7.8,5.51
Periode 1, Kalideres ,Seng (Zn),(mg/L),0.03,5.51
Periode 1, Kalideres ,Sulfat,(mg/L),65.96,5.51
Periode 1, Kalideres ,Senyawa Aktif Biru Metilen,(mg/L),0.07,5.51
Periode 1, Kalideres ,Organik (KMnO4),(mg/L),3.9,5.51
Periode 1, Kalideres ,Suhu,(Celcius),24.5,5.51
Periode 1, Kalideres ,Bakteri Koli,(Jlm/100mL),1300,5.51
Periode 1, Kamal ,Zat Padat Terlarut,(mg/L),930,4.03
Periode 1, Kamal ,Kekeruhan,NTU,0.3,4.03
Periode 1, Kamal ,Besi (Fe),(mg/L),0.08,4.03
Periode 1, Kamal ,Fluorida,(mg/L),0.87,4.03
Periode 1, Kamal ,Total Hardness,(mg/L),400,4.03
Periode 1, Kamal ,Chlorida,(mg/L),158.68,4.03
Periode 1, Kamal ,Mangan (Mn),(mg/L),0.05,4.03
Periode 1, Kamal ,Nitrat,(mg/L),1.43,4.03
Periode 1, Kamal ,Nitrit,(mg/L),0.004,4.03
Periode 1, Kamal ,Ph,(mg/L),8.2,4.03
Periode 1, Kamal ,Seng (Zn),(mg/L),0.03,4.03
Periode 1, Kamal ,Sulfat,(mg/L),684.66,4.03
Periode 1, Kamal ,Senyawa Aktif Biru Metilen,(mg/L),0.03,4.03
Periode 1, Kamal ,Organik (KMnO4),(mg/L),2.08,4.03
Periode 1, Kamal ,Suhu,(Celcius),24.2,4.03
Periode 1, Kamal ,Bakteri Koli,(Jlm/100mL),0,4.03
Periode 1, Penggadungan ,Zat Padat Terlarut,(mg/L),2050,25.5
Periode 1, Penggadungan ,Kekeruhan,NTU,41.4,25.5
Periode 1, Penggadungan ,Besi (Fe),(mg/L),0.08,25.5
Periode 1, Penggadungan ,Fluorida,(mg/L),0.74,25.5
Periode 1, Penggadungan ,Total Hardness,(mg/L),979.17,25.5
Periode 1, Penggadungan ,Chlorida,(mg/L),426.46,25.5
Periode 1, Penggadungan ,Mangan (Mn),(mg/L),12.25,25.5
Periode 1, Penggadungan ,Nitrat,(mg/L),0.16,25.5
Periode 1, Penggadungan ,Nitrit,(mg/L),0.005,25.5
